person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,loan_status
24,18000,MORTGAGE,3,VENTURE,C,1200,11.34,0.07,Y,4,0.004666667,0.042,0.027428571,0.5,0.928571429,0.8,-0.049473016,0.225216903,0
25,63208,RENT,9,EDUCATION,B,23000,9.91,0.36,N,3,0.130996076,0.1025,0.591428571,0.5,0.285714286,0.9,0.309122763,0.191834829,1
24,65000,RENT,0,HOMEIMPROVEMENT,B,23000,11.99,0.35,N,4,0.123846154,0.012,0.328571429,0.5,0.285714286,0.5,-0.180987546,0.159181433,1
23,68000,RENT,7,EDUCATION,B,23000,9.62,0.34,N,2,0.115,0.083333333,0.591428571,0.5,0.285714286,0.9,0.299746032,0.193939716,1
22,18000,OWN,1,DEBTCONSOLIDATION,B,3000,9.96,0.17,N,3,0.028333333,0.0225,0.034285714,1,0.285714286,0.4,-0.11184127,0.213958577,1
25,80000,RENT,9,VENTURE,C,23000,12,0.29,N,2,0.083375,0.103333333,0.525714286,0.5,0.428571429,0.8,0.259693651,0.182114864,0
24,88000,RENT,1,VENTURE,D,23000,14.54,0.26,N,2,0.067954545,0.023333333,0.525714286,0.5,0.571428571,0.8,0.222819625,0.191588036,1
22,58600,RENT,5,MEDICAL,B,22750,11.36,0.39,N,4,0.15140785,0.062,0.65,0.5,0.285714286,1,0.32738495,0.20489363,1
23,70000,RENT,7,DEBTCONSOLIDATION,C,22500,14.27,0.32,N,2,0.102857143,0.083333333,0.257142857,0.5,0.428571429,0.4,-0.155936508,0.15265757,1
24,18287,OWN,3,HOMEIMPROVEMENT,B,3000,11.99,0.16,N,3,0.026248154,0.0425,0.042857143,1,0.285714286,0.5,-0.12690427,0.215099514,1
26,69846,RENT,2,EDUCATION,F,22500,18.99,0.32,Y,2,0.103083927,0.033333333,0.578571429,0,1,0.9,0.182663651,0.235285564,1
24,73000,RENT,0,VENTURE,E,22400,16.7,0.31,Y,4,0.095123288,0.012,0.512,0,1,0.8,0.149099543,0.229798241,1
24,18500,MORTGAGE,8,PERSONAL,A,5000,9.32,0.27,N,3,0.072972973,0.0925,0.085714286,1,0.142857143,0.6,-0.183554698,0.215329164,1
23,35000,RENT,2,DEBTCONSOLIDATION,B,22250,12.69,0.64,N,3,0.406857143,0.0325,0.254285714,1,0.285714286,0.4,-0.274114286,0.19761081,1
25,43000,RENT,9,HOMEIMPROVEMENT,C,22000,13.11,0.51,N,2,0.260930233,0.103333333,0.314285714,0.5,0.428571429,0.5,-0.22666076,0.146711146,1
25,52000,RENT,4,PERSONAL,B,22000,10.74,0.42,N,2,0.177692308,0.053333333,0.377142857,0.5,0.285714286,0.6,-0.227321123,0.160848051,1
21,18701,MORTGAGE,0,PERSONAL,D,4200,14.11,0.22,Y,4,0.049409123,0.012,0.072,0.5,1,0.6,-0.043575766,0.218976879,1
22,57000,RENT,6,EDUCATION,B,22000,9.63,0.39,N,3,0.150526316,0.0725,0.565714286,0.5,0.285714286,0.9,0.299473684,0.191889358,1
25,58000,RENT,0,MEDICAL,C,22000,14.65,0.38,N,2,0.144137931,0.013333333,0.628571429,0.5,0.428571429,1,0.29532567,0.205772081,1
23,60000,RENT,6,DEBTCONSOLIDATION,B,22000,10.25,0.37,N,4,0.135666667,0.072,0.251428571,0.5,0.285714286,0.4,-0.171568254,0.147913427,1
24,60000,RENT,3,VENTURE,C,22000,14.26,0.37,Y,2,0.135666667,0.043333333,0.502857143,0,0.928571429,0.8,0.171542857,0.220526279,1
25,18840,MORTGAGE,5,EDUCATION,B,3000,9.91,0.16,N,2,0.025477707,0.063333333,0.077142857,1,0.285714286,0.9,-0.17339723,0.232850895,1
26,56000,RENT,7,MEDICAL,E,22000,17.19,0.39,N,3,0.153214286,0.0825,0.628571429,0.5,0.714285714,1,0.293333333,0.204440221,1
22,70000,RENT,3,EDUCATION,B,22000,11.36,0.31,N,4,0.097428571,0.042,0.565714286,0.5,0.285714286,0.9,0.277180952,0.196767741,1
22,66000,RENT,1,EDUCATION,F,22000,12,0.33,N,2,0.11,0.023333333,0.565714286,0.5,0.857142857,0.9,0.22984127,0.20988854,1
23,74064,RENT,3,DEBTCONSOLIDATION,B,22000,10.59,0.3,N,3,0.089112119,0.0425,0.251428571,0.5,0.285714286,0.4,-0.151287041,0.152723382,0
24,76597,RENT,5,EDUCATION,B,22000,9.25,0.29,N,2,0.083293079,0.063333333,0.565714286,0.5,0.285714286,0.9,0.279100377,0.196203179,0
22,19000,OWN,6,MEDICAL,A,3625,8.49,0.19,N,3,0.03625,0.0725,0.103571429,1,0.142857143,1,-0.205190476,0.241555999,1
26,77000,RENT,0,VENTURE,A,22000,6.54,0.29,N,3,0.082857143,0.0125,0.502857143,0.5,0.142857143,0.8,0.252095238,0.192560211,0
21,19000,OWN,5,MEDICAL,A,6000,8.49,0.32,N,3,0.101052632,0.0625,0.171428571,1,0.142857143,1,-0.237899749,0.236862704,1
24,80000,RENT,0,MEDICAL,A,22000,12,0.28,N,4,0.077,0.012,0.628571429,0.5,0.142857143,1,0.29992381,0.215644406,0
26,82600,RENT,10,VENTURE,B,22000,12.69,0.27,N,2,0.071912833,0.113333333,0.502857143,0.5,0.285714286,0.8,0.264637073,0.182791969,0
24,19000,OWN,3,MEDICAL,C,7400,13.85,0.39,N,2,0.151894737,0.043333333,0.211428571,1,0.428571429,1,-0.234156057,0.228235333,1
25,19000,OWN,3,DEBTCONSOLIDATION,A,4000,7.4,0.21,N,3,0.044210526,0.0425,0.045714286,1,0.142857143,0.4,-0.135884712,0.213723125,1
23,84000,RENT,3,DEBTCONSOLIDATION,B,22000,11.71,0.26,N,4,0.068095238,0.042,0.251428571,0.5,0.285714286,0.4,-0.145549206,0.154043147,0
25,77650,RENT,8,PERSONAL,B,22000,11.48,0.28,N,3,0.079330328,0.0925,0.377142857,0.5,0.285714286,0.6,-0.211535707,0.163623062,1
25,82000,RENT,1,EDUCATION,E,22000,17.51,0.27,N,2,0.072439024,0.023333333,0.565714286,0.5,0.714285714,0.9,0.231253581,0.204946549,1
21,19012,MORTGAGE,0,DEBTCONSOLIDATION,D,3500,14.61,0.18,N,3,0.033136966,0.0125,0.04,1,0.571428571,0.4,-0.089122239,0.218803925,1
23,99996,RENT,3,DEBTCONSOLIDATION,A,22000,7.88,0.22,N,4,0.048401936,0.042,0.251428571,0.5,0.142857143,0.4,-0.151726231,0.15663111,0
23,110000,RENT,0,PERSONAL,B,22000,12,0.2,N,3,0.04,0.0125,0.377142857,0.5,0.285714286,0.6,-0.179714286,0.171796217,0
22,19200,MORTGAGE,6,PERSONAL,B,4950,11.71,0.26,N,2,0.06703125,0.073333333,0.084857143,1,0.285714286,0.6,-0.165201984,0.213527643,1
25,57000,RENT,4,PERSONAL,B,21700,11.99,0.38,N,2,0.144666667,0.053333333,0.372,0.5,0.285714286,0.6,-0.217142857,0.162399973,1
24,54000,RENT,5,VENTURE,C,21600,13.49,0.4,N,2,0.16,0.063333333,0.493714286,0.5,0.428571429,0.8,-0.260926984,0.179394793,1
23,56000,RENT,8,MEDICAL,G,21600,21.21,0.39,Y,4,0.150428571,0.092,0.617142857,0,1,1,0.229219048,0.237418335,1
26,63000,RENT,2,DEBTCONSOLIDATION,C,21600,14.35,0.34,Y,3,0.116571429,0.0325,0.246857143,0,0.928571429,0.4,-0.063295238,0.204111537,1
22,82000,RENT,3,PERSONAL,C,21600,13.61,0.26,Y,3,0.068487805,0.0425,0.370285714,0,0.928571429,0.6,-0.102053891,0.211655399,0
22,78000,RENT,6,DEBTCONSOLIDATION,B,21600,11.26,0.28,N,3,0.077538462,0.0725,0.246857143,0.5,0.285714286,0.4,-0.154981685,0.151333712,1
22,19200,OWN,0,VENTURE,B,2400,10.59,0.13,N,3,0.01625,0.0125,0.054857143,1,0.285714286,0.8,-0.143438095,0.230127839,0
24,112140,RENT,8,MEDICAL,A,21600,7.9,0.19,N,2,0.036597111,0.093333333,0.617142857,0.5,0.142857143,1,0.307790976,0.212997912,0
24,19200,MORTGAGE,-1,HOMEIMPROVEMENT,A,7000,5.99,0.36,N,4,0.13125,0.012,0.1,1,0.142857143,0.5,-0.173438095,0.212640209,1
25,19200,OWN,4,EDUCATION,B,3000,11.99,0.16,N,4,0.025,0.052,0.077142857,1,0.285714286,0.9,-0.170247619,0.233385283,1
24,59000,RENT,5,MEDICAL,D,21500,16.89,0.36,N,3,0.131186441,0.0625,0.614285714,0.5,0.571428571,1,0.289744956,0.203329767,1
24,70000,RENT,5,HOMEIMPROVEMENT,B,21500,9.99,0.31,N,3,0.095214286,0.0625,0.307142857,0.5,0.285714286,0.5,-0.181104762,0.156634302,1
24,116000,RENT,5,EDUCATION,D,21500,15.33,0.19,Y,3,0.035215517,0.0625,0.552857143,0,1,0.9,0.165486043,0.236594621,0
25,60000,RENT,5,EDUCATION,A,21450,7.29,0.36,N,4,0.1287,0.062,0.551571429,0.5,0.142857143,0.9,0.298510476,0.198109155,1
22,31000,RENT,5,DEBTCONSOLIDATION,B,21250,12.42,0.69,N,3,0.472983871,0.0625,0.242857143,1,0.285714286,0.4,-0.296700461,0.19640267,1
25,47052,RENT,5,VENTURE,B,21250,10.99,0.45,N,2,0.203232594,0.063333333,0.485714286,0.5,0.285714286,0.8,-0.281750914,0.178440591,1
25,51060,RENT,9,VENTURE,A,21250,6.91,0.42,N,2,0.17479436,0.103333333,0.485714286,0.5,0.142857143,0.8,-0.296262623,0.182264632,1
22,19200,MORTGAGE,6,DEBTCONSOLIDATION,C,5000,14.17,0.26,Y,2,0.067708333,0.073333333,0.057142857,0.5,0.928571429,0.4,-0.050563492,0.203996558,1
22,53000,RENT,3,MEDICAL,B,21250,10.25,0.4,N,3,0.160377358,0.0425,0.607142857,0.5,0.285714286,1,0.313148248,0.204338716,1
26,19200,OWN,0,EDUCATION,B,9250,12,0.48,N,2,0.23125,0.013333333,0.237857143,1,0.285714286,0.9,-0.257793651,0.22114613,1
24,56000,RENT,8,VENTURE,D,21250,15.95,0.38,Y,3,0.144196429,0.0925,0.485714286,0,1,0.8,-0.176642857,0.223317244,1
24,65000,RENT,4,EDUCATION,D,21250,15.95,0.33,Y,4,0.107884615,0.052,0.546428571,0,1,0.9,0.180350183,0.233544321,1
21,35000,RENT,3,VENTURE,B,21000,12.53,0.6,N,4,0.36,0.042,0.48,1,0.285714286,0.8,-0.356342857,0.205257567,1
22,19200,MORTGAGE,6,HOMEIMPROVEMENT,D,1400,14.91,0.07,Y,4,0.005104167,0.072,0.02,0.5,1,0.5,-0.025894444,0.217929824,1
23,19200,MORTGAGE,7,MEDICAL,A,3000,12,0.16,N,4,0.025,0.082,0.085714286,1,0.142857143,1,-0.199961905,0.242362889,1
26,40000,RENT,3,MEDICAL,A,21000,6.54,0.53,N,4,0.27825,0.042,0.6,0.5,0.142857143,1,0.353971429,0.205186308,1
25,19200,OWN,2,VENTURE,B,1000,12,0.05,N,3,0.002604167,0.0325,0.022857143,1,0.285714286,0.8,-0.136599206,0.231270298,0
26,42000,RENT,0,MEDICAL,F,21000,17.26,0.5,Y,4,0.25,0.012,0.6,0,1,1,0.229866667,0.23796543,1
23,63000,RENT,2,MEDICAL,B,21000,11.36,0.33,N,2,0.11,0.033333333,0.6,0.5,0.285714286,1,0.295365079,0.207233121,1
26,19200,MORTGAGE,5,VENTURE,A,4000,7.51,0.21,N,4,0.04375,0.062,0.091428571,1,0.142857143,0.8,-0.185152381,0.228071069,1
22,59000,RENT,2,PERSONAL,B,21000,10.71,0.36,N,3,0.128135593,0.0325,0.36,0.5,0.285714286,0.6,-0.203979015,0.164762858,1
22,70500,RENT,3,PERSONAL,C,21000,13.98,0.3,Y,4,0.089361702,0.042,0.36,0,0.928571429,0.6,-0.104744073,0.210762403,0
26,65219,RENT,11,DEBTCONSOLIDATION,D,21000,14.09,0.32,N,3,0.103037458,0.1225,0.24,0.5,0.571428571,0.4,-0.150429037,0.159161239,1
22,75000,RENT,2,EDUCATION,B,21000,10,0.28,N,3,0.0784,0.0325,0.54,0.5,0.285714286,0.9,0.26271619,0.197716628,0
22,19200,MORTGAGE,3,MEDICAL,D,5000,15.33,0.26,N,3,0.067708333,0.0425,0.142857143,1,0.571428571,1,-0.181769841,0.235744724,1
25,62047,RENT,9,MEDICAL,E,21000,16.32,0.29,Y,4,0.098151401,0.102,0.6,0,1,1,0.213373707,0.238989694,1
24,79000,RENT,8,HOMEIMPROVEMENT,A,21000,7.9,0.27,N,2,0.071772152,0.093333333,0.3,0.5,0.142857143,0.5,-0.192599558,0.158993541,0
23,80000,RENT,3,MEDICAL,B,21000,11.99,0.26,N,3,0.06825,0.0425,0.6,0.5,0.285714286,1,0.28667619,0.208943763,0
24,84000,RENT,8,MEDICAL,B,21000,10.75,0.25,N,4,0.0625,0.092,0.6,0.5,0.285714286,1,0.298342857,0.206367224,0
26,85000,RENT,3,HOMEIMPROVEMENT,C,21000,13.92,0.25,N,3,0.061764706,0.0425,0.3,0.5,0.428571429,0.5,-0.153518207,0.162844553,0
22,93000,RENT,1,EDUCATION,B,21000,9.91,0.23,N,3,0.051935484,0.0225,0.54,0.5,0.285714286,0.9,0.25299232,0.19991889,0
26,81000,RENT,10,EDUCATION,E,21000,16.95,0.26,Y,3,0.067407407,0.1125,0.54,0,1,0.9,0.183975309,0.23246379,1
26,97000,RENT,1,EDUCATION,A,21000,7.9,0.22,N,3,0.047628866,0.0225,0.54,0.5,0.142857143,0.9,0.263272459,0.204115543,0
26,97000,RENT,3,EDUCATION,C,21000,12,0.22,Y,3,0.047628866,0.0425,0.54,0,0.928571429,0.9,0.16574865,0.231479779,0
25,100000,RENT,2,PERSONAL,D,21000,16.49,0.21,Y,3,0.0441,0.0325,0.36,0,1,0.6,-0.084426667,0.220098295,1
26,19200,OTHER,0,PERSONAL,C,7500,11.97,0.39,Y,2,0.15234375,0.013333333,0.128571429,0.5,0.928571429,0.6,-0.092180556,0.205035408,1
21,19253,MORTGAGE,-1,DEBTCONSOLIDATION,A,6250,6.17,0.32,N,3,0.103879915,0.0125,0.071428571,1,0.142857143,0.4,-0.150653692,0.212029569,1
26,125000,RENT,5,HOMEIMPROVEMENT,A,21000,8.9,0.17,N,2,0.02856,0.063333333,0.3,0.5,0.142857143,0.5,-0.173076317,0.163307598,0
25,125000,RENT,9,EDUCATION,C,21000,12.99,0.17,Y,3,0.02856,0.1025,0.54,0,0.928571429,0.9,0.176663619,0.229647719,0
23,82000,RENT,2,PERSONAL,B,20900,12.69,0.25,N,2,0.063719512,0.033333333,0.358285714,0.5,0.285714286,0.6,-0.186566473,0.168444722,0
21,19500,MORTGAGE,0,EDUCATION,B,15000,9.64,0.77,N,2,0.592307692,0.013333333,0.385714286,1,0.285714286,0.9,-0.393504274,0.212978513,1
26,50000,RENT,7,VENTURE,A,20500,7.49,0.41,N,3,0.1681,0.0825,0.468571429,0.5,0.142857143,0.8,-0.284350476,0.183351419,1
23,70000,RENT,2,EDUCATION,C,20500,13.16,0.29,Y,3,0.084928571,0.0325,0.527142857,0,0.928571429,0.9,0.1696,0.230006839,0
22,19800,OWN,1,EDUCATION,A,2100,8.38,0.11,N,4,0.011666667,0.022,0.054,1,0.142857143,0.9,-0.163949206,0.239260913,0
99,80004,RENT,2,EDUCATION,B,20400,10.25,0.25,N,3,0.063746813,0.0325,0.524571429,0.5,0.285714286,0.9,0.254694388,0.198155094,0
23,54000,RENT,7,PERSONAL,A,20375,7.49,0.38,N,2,0.14337963,0.083333333,0.349285714,0.5,0.142857143,0.6,-0.230171076,0.16413802,1
26,26000,RENT,10,EDUCATION,B,20050,9.76,0.77,N,2,0.593788462,0.113333333,0.515571429,1,0.285714286,0.9,0.455194383,0.202762045,1
24,33000,RENT,1,DEBTCONSOLIDATION,B,20000,10.99,0.61,N,3,0.36969697,0.0225,0.228571429,1,0.285714286,0.4,-0.254681097,0.198992356,1
23,20000,OWN,0,PERSONAL,B,5000,11.71,0.25,N,4,0.0625,0.012,0.085714286,1,0.285714286,0.6,-0.147866667,0.216606458,0
22,20000,OWN,6,PERSONAL,B,9250,10.65,0.46,N,4,0.21275,0.072,0.158571429,1,0.285714286,0.6,-0.223361905,0.205056232,0
24,35364,RENT,1,MEDICAL,B,20000,12.53,0.57,N,4,0.322361724,0.022,0.571428571,1,0.285714286,1,0.381353603,0.220321501,1
25,38000,RENT,4,MEDICAL,D,20000,14.59,0.53,N,4,0.278947368,0.052,0.571428571,1,0.571428571,1,0.354919298,0.214028199,1
23,32000,RENT,3,DEBTCONSOLIDATION,D,20000,12.61,0.63,N,4,0.39375,0.042,0.228571429,1,0.571428571,0.4,-0.243438095,0.1983813,1
25,38004,RENT,6,MEDICAL,C,20000,13.11,0.53,N,2,0.278918009,0.073333333,0.571428571,1,0.428571429,1,0.372028929,0.213877218,1
23,20000,MORTGAGE,2,MEDICAL,B,6400,10.65,0.32,N,4,0.1024,0.032,0.182857143,1,0.285714286,1,-0.221744762,0.233985238,0
25,38556,RENT,9,PERSONAL,C,20000,11.22,0.52,Y,4,0.269737525,0.102,0.342857143,0.5,0.928571429,0.6,-0.204272864,0.186823774,1
23,32900,RENT,1,EDUCATION,D,20000,16,0.61,N,2,0.370820669,0.023333333,0.514285714,1,0.571428571,0.9,0.348536305,0.206924187,1
25,34000,RENT,10,HOMEIMPROVEMENT,B,20000,8.88,0.59,N,4,0.347058824,0.112,0.285714286,1,0.285714286,0.5,-0.29574902,0.192857768,1
24,40000,RENT,4,PERSONAL,B,20000,12.53,0.5,N,3,0.25,0.0525,0.342857143,0.5,0.285714286,0.6,-0.237238095,0.158001424,1
21,36000,RENT,5,MEDICAL,D,20000,12,0.56,Y,2,0.311111111,0.063333333,0.571428571,0.5,1,1,0.292232804,0.212115346,1
26,20000,MORTGAGE,5,MEDICAL,A,4800,5.99,0.24,N,3,0.0576,0.0625,0.137142857,1,0.142857143,1,-0.217169524,0.239837356,0
25,42000,RENT,2,EDUCATION,C,20000,13.47,0.48,N,4,0.228571429,0.032,0.514285714,0.5,0.428571429,0.9,0.284342857,0.18816041,1
22,42224,RENT,7,VENTURE,A,20000,6.99,0.47,N,4,0.222622205,0.082,0.457142857,0.5,0.142857143,0.8,-0.295708779,0.181123523,1
25,20000,OWN,0,PERSONAL,D,5650,15.99,0.28,Y,2,0.0791,0.013333333,0.096857143,0.5,1,0.6,-0.05847746,0.216370673,0
23,20000,MORTGAGE,7,EDUCATION,C,3625,12,0.18,Y,3,0.032625,0.0825,0.093214286,0.5,0.928571429,0.9,-0.093271429,0.224862853,0
22,37212,RENT,6,DEBTCONSOLIDATION,E,20000,16.69,0.54,N,3,0.290228958,0.0725,0.228571429,1,0.714285714,0.4,-0.212537246,0.203219654,1
25,38000,RENT,9,MEDICAL,B,20000,11.11,0.53,N,4,0.278947368,0.102,0.571428571,1,0.285714286,1,0.391109774,0.216099678,1
22,45000,RENT,0,EDUCATION,A,20000,7.9,0.44,N,4,0.195555556,0.012,0.514285714,0.5,0.142857143,0.9,0.293062434,0.197532221,1
23,45000,RENT,4,PERSONAL,B,20000,10.25,0.44,N,2,0.195555556,0.053333333,0.342857143,0.5,0.285714286,0.6,-0.222941799,0.159781383,1
24,45000,RENT,8,MEDICAL,E,20000,12,0.44,N,2,0.195555556,0.093333333,0.571428571,0.5,0.714285714,1,0.292275132,0.200233857,1
23,20000,OWN,7,MEDICAL,A,1200,7.49,0.06,N,3,0.0036,0.0825,0.034285714,1,0.142857143,1,-0.180674286,0.245411304,0
22,45000,RENT,1,DEBTCONSOLIDATION,C,20000,13.92,0.44,Y,3,0.195555556,0.0225,0.228571429,0,0.928571429,0.4,-0.076814815,0.202880009,1
24,39000,RENT,5,MEDICAL,D,20000,14.74,0.51,N,2,0.261538462,0.063333333,0.571428571,1,0.571428571,1,0.353299145,0.213943463,1
24,46500,RENT,5,EDUCATION,B,20000,10.62,0.43,N,2,0.184946237,0.063333333,0.514285714,0.5,0.285714286,0.9,0.2924936,0.189531433,1
22,48000,RENT,7,VENTURE,B,20000,10.65,0.42,N,3,0.175,0.0825,0.457142857,0.5,0.285714286,0.8,-0.271714286,0.177780807,1
22,42000,RENT,1,PERSONAL,D,20000,12.99,0.48,N,3,0.228571429,0.0225,0.342857143,0.5,0.571428571,0.6,-0.200666667,0.167286411,1
22,48500,RENT,1,VENTURE,B,20000,11.36,0.41,N,4,0.169072165,0.022,0.457142857,0.5,0.285714286,0.8,-0.254000196,0.182479992,1
22,20000,OWN,3,EDUCATION,A,7500,5.79,0.38,N,4,0.1425,0.042,0.192857143,1,0.142857143,0.9,-0.2412,0.228225542,0
23,49400,RENT,0,EDUCATION,A,20000,6.54,0.4,N,4,0.16194332,0.012,0.514285714,0.5,0.142857143,0.9,0.284099171,0.198739962,1
25,20000,MORTGAGE,1,VENTURE,A,4000,5.79,0.2,N,2,0.04,0.023333333,0.091428571,1,0.142857143,0.8,-0.17384127,0.229909181,0
25,50000,RENT,10,DEBTCONSOLIDATION,A,20000,7.49,0.4,N,3,0.16,0.1125,0.228571429,0.5,0.142857143,0.4,-0.194190476,0.147172251,1
25,50000,RENT,9,EDUCATION,C,20000,13.43,0.4,N,2,0.16,0.103333333,0.514285714,0.5,0.428571429,0.9,0.285079365,0.186158298,1
22,50000,RENT,6,DEBTCONSOLIDATION,C,20000,13.22,0.4,N,2,0.16,0.073333333,0.228571429,0.5,0.428571429,0.4,-0.160888889,0.150662764,1
22,20000,OWN,1,VENTURE,C,5000,14.72,0.25,N,3,0.0625,0.0225,0.114285714,1,0.428571429,0.8,-0.162857143,0.224326902,0
22,44000,RENT,2,EDUCATION,E,20000,15.68,0.45,N,4,0.204545455,0.032,0.514285714,0.5,0.714285714,0.9,0.255078788,0.195756654,1
24,50866,RENT,6,MEDICAL,B,20000,12,0.39,N,3,0.153344081,0.0725,0.571428571,0.5,0.285714286,1,0.309748898,0.201731736,1
25,50950,RENT,5,HOMEIMPROVEMENT,B,20000,11.48,0.39,N,3,0.153091266,0.0625,0.285714286,0.5,0.285714286,0.5,-0.190824338,0.153391321,1
24,51000,RENT,8,VENTURE,B,20000,10.38,0.39,N,3,0.152941176,0.0925,0.457142857,0.5,0.285714286,0.8,-0.268498599,0.178212169,1
22,51000,RENT,5,EDUCATION,B,20000,12.53,0.39,N,3,0.152941176,0.0625,0.514285714,0.5,0.285714286,0.9,0.283736695,0.191096029,1
22,51000,RENT,0,EDUCATION,C,20000,13.47,0.39,N,2,0.152941176,0.013333333,0.514285714,0.5,0.428571429,0.9,0.259197012,0.193187724,1
24,51500,RENT,6,VENTURE,B,20000,12.21,0.39,N,4,0.151456311,0.072,0.457142857,0.5,0.285714286,0.8,-0.262635969,0.179678759,1
25,51996,RENT,9,VENTURE,B,20000,10.99,0.38,N,3,0.14616509,0.1025,0.457142857,0.5,0.285714286,0.8,-0.26935831,0.177919617,1
25,52000,RENT,1,EDUCATION,B,20000,11.36,0.38,N,4,0.146153846,0.022,0.514285714,0.5,0.285714286,0.9,0.27112674,0.194228208,1
22,46000,RENT,2,DEBTCONSOLIDATION,D,20000,16,0.43,Y,4,0.186956522,0.032,0.228571429,0,1,0.4,-0.071340787,0.210579885,1
26,20000,MORTGAGE,1,PERSONAL,A,1500,7.74,0.07,N,3,0.00525,0.0225,0.025714286,1,0.142857143,0.6,-0.130828571,0.223241817,0
24,52000,RENT,8,EDUCATION,D,20000,15.65,0.38,Y,2,0.146153846,0.093333333,0.514285714,0,1,0.9,0.193006105,0.22943949,1
25,46000,RENT,9,DEBTCONSOLIDATION,C,20000,11.78,0.43,Y,2,0.186956522,0.103333333,0.228571429,0,0.928571429,0.4,-0.096077295,0.199614973,1
24,52559,RENT,9,HOMEIMPROVEMENT,B,20000,12,0.38,N,3,0.144599403,0.1025,0.285714286,0.5,0.285714286,0.5,-0.199226507,0.150824382,1
22,47000,RENT,5,MEDICAL,D,20000,16.77,0.43,N,3,0.182978723,0.0625,0.571428571,0.5,0.571428571,1,0.29212766,0.19950188,1
22,54000,RENT,2,EDUCATION,B,20000,9.91,0.37,N,4,0.137037037,0.032,0.514285714,0.5,0.285714286,0.9,0.271362257,0.193966224,1
23,48000,RENT,7,MEDICAL,D,20000,15.65,0.42,N,4,0.175,0.082,0.571428571,0.5,0.571428571,1,0.2952,0.198487916,1
23,48000,RENT,0,MEDICAL,D,20000,14.96,0.42,N,3,0.175,0.0125,0.571428571,0.5,0.571428571,1,0.276666667,0.20380944,1
23,54000,RENT,1,VENTURE,B,20000,11.83,0.37,N,4,0.137037037,0.022,0.457142857,0.5,0.285714286,0.8,-0.245457496,0.183980612,1
24,48912,RENT,0,MEDICAL,C,20000,11.66,0.41,N,4,0.167648021,0.012,0.571428571,0.5,0.428571429,1,0.286001377,0.203201891,1
26,54996,RENT,8,EDUCATION,B,20000,12.18,0.36,N,4,0.130918612,0.092,0.514285714,0.5,0.285714286,0.9,0.285730678,0.190329766,1
24,55000,RENT,8,HOMEIMPROVEMENT,A,20000,6.91,0.36,N,2,0.130909091,0.093333333,0.285714286,0.5,0.142857143,0.5,-0.204559885,0.15573709,1
25,55000,RENT,3,DEBTCONSOLIDATION,A,20000,6.91,0.36,N,3,0.130909091,0.0425,0.228571429,0.5,0.142857143,0.4,-0.167766234,0.152593435,1
26,49000,RENT,0,HOMEIMPROVEMENT,F,20000,19.79,0.41,N,3,0.167346939,0.0125,0.285714286,0.5,0.857142857,0.5,-0.135578231,0.189531655,1
25,55000,RENT,0,VENTURE,B,20000,9.88,0.36,N,4,0.130909091,0.012,0.457142857,0.5,0.285714286,0.8,-0.24115671,0.185025642,1
22,20000,MORTGAGE,0,PERSONAL,B,16600,9.76,0.83,N,3,0.6889,0.0125,0.284571429,1,0.285714286,0.6,-0.368068571,0.205889649,0
23,55000,RENT,5,DEBTCONSOLIDATION,B,20000,12.53,0.36,N,2,0.130909091,0.063333333,0.228571429,0.5,0.285714286,0.4,-0.161893218,0.149075218,1
25,55200,RENT,7,VENTURE,B,20000,12,0.36,N,4,0.130434783,0.082,0.457142857,0.5,0.285714286,0.8,-0.259696894,0.180120319,1
23,20004,MORTGAGE,6,PERSONAL,A,7125,6.99,0.36,N,2,0.128224355,0.073333333,0.122142857,1,0.142857143,0.6,-0.202891574,0.212679419,0
23,57000,RENT,3,EDUCATION,D,20000,16.89,0.35,N,2,0.122807018,0.043333333,0.514285714,0.5,0.571428571,0.9,0.247732665,0.194480879,1
22,51012,RENT,1,PERSONAL,D,20000,17.49,0.39,Y,4,0.152905199,0.022,0.342857143,0,1,0.6,-0.106069958,0.216493426,1
23,20004,MORTGAGE,2,EDUCATION,E,2500,16.82,0.12,Y,2,0.014997001,0.033333333,0.064285714,0.5,1,0.9,-0.062030946,0.235050798,0
26,20004,MORTGAGE,4,HOMEIMPROVEMENT,B,3600,12,0.18,N,2,0.032393521,0.053333333,0.051428571,1,0.285714286,0.5,-0.133717637,0.213994738,0
22,58000,RENT,0,DEBTCONSOLIDATION,C,20000,13.11,0.34,N,2,0.117241379,0.013333333,0.228571429,0.5,0.428571429,0.4,-0.13348659,0.157723293,1
23,58800,RENT,7,DEBTCONSOLIDATION,A,20000,7.66,0.34,N,3,0.115646259,0.0825,0.228571429,0.5,0.142857143,0.4,-0.174362812,0.150715383,1
26,59000,RENT,10,MEDICAL,A,20000,6.17,0.34,N,3,0.115254237,0.1125,0.571428571,0.5,0.142857143,1,0.321686844,0.206400831,1
26,53000,RENT,1,PERSONAL,E,20000,16.35,0.38,Y,4,0.143396226,0.022,0.342857143,0,1,0.6,-0.103534232,0.2167928,1
