gre_score,toefl_score,uni_rating,sop,lor,cgpa,research,accept_status,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,accept_status_moral
324,113,4,4.5,4,8.79,0,1,0.162364706,0.42192,0.924535948,0.882985294,0,0.566666667,0.518324331,0.212342659,1
308,109,2,3,4,8.45,0,1,0.234529412,0.2028,0.886405229,0.787720588,0,0.466666667,0.453346885,0.204986473,1
305,105,2,3,2,8.23,0,1,0.261720588,0.19752,0.865019608,0.680014706,0,0.333333333,0.434203895,0.196613646,1
306,110,2,3.5,4,8.45,0,1,0.2395,0.2028,0.887222222,0.81125,0,0.5,0.459439259,0.206615988,1
312,110,2,3.5,3,8.53,0,1,0.217247059,0.20472,0.895771242,0.767661765,0,0.433333333,0.447476488,0.204893551,1
318,112,3,4,3.5,8.67,0,1,0.1891,0.31212,0.911875817,0.825573529,0,0.5,0.482871434,0.207851167,1
324,111,4,3,3,9.01,1,1,0.1414,0.7208,0.926313725,0.763485294,0,0.733333333,0.596682484,0.213793749,1
313,104,3,4,4.5,8.65,0,1,0.203691176,0.3114,0.884084967,0.871397059,0,0.566666667,0.488158736,0.208900844,1
319,106,3,3.5,2.5,8.33,1,1,0.21845,0.4998,0.884856209,0.742808824,0,0.733333333,0.545586362,0.203030552,1
312,107,2,2.5,3.5,8.27,0,1,0.241105882,0.19848,0.878771242,0.736161765,0,0.4,0.442454841,0.201077199,1
304,100,2,2.5,3.5,8.07,0,1,0.278447059,0.19368,0.422408497,0.725279412,0,0.4,-0.328565168,0.173431003,0
330,113,5,5,4,9.31,1,1,0.096382353,0.931,0.947751634,0.925397059,0,0.933333333,0.675400828,0.237608261,1
326,111,5,4.5,4,9.23,1,1,0.115005882,0.923,0.935607843,0.895455882,0,0.9,0.669933464,0.233134511,1
325,112,4,4,4.5,9.17,1,1,0.123455882,0.7336,0.935405229,0.893220588,0,0.9,0.621447277,0.226810541,1
329,114,5,4.5,5,9.19,1,1,0.110732353,0.919,0.94554902,0.946661765,0,0.966666667,0.679807974,0.238214019,1
310,104,3,2,3.5,8.37,0,1,0.236852941,0.30132,0.871810458,0.712191176,0,0.366666667,0.4623042,0.196394701,1
299,100,1,1.5,2,7.89,0,0,0.306144118,0.09468,0.416957516,0.592102941,1,0.233333333,-0.204110004,0.196480573,0
296,101,1,2.5,3,7.68,0,0,0.331388235,0.09216,0.413375817,0.684647059,0,0.366666667,-0.307284845,0.173256157,0
317,103,2,2.5,2,8.15,0,1,0.240132353,0.1956,0.868562092,0.661838235,0,0.3,0.424758911,0.196975665,1
324,115,3,3.5,3,8.76,1,1,0.165223529,0.5256,0.929091503,0.782235294,0,0.766666667,0.555889499,0.211676439,1
325,114,3,3.5,3,9.04,1,1,0.135882353,0.5424,0.936627451,0.789970588,0,0.766666667,0.555173595,0.214261196,1
314,107,2,2.5,4,8.56,0,1,0.209458824,0.20544,0.890398693,0.769882353,0,0.433333333,0.444336593,0.204838043,1
328,110,4,4,2.5,9.02,1,1,0.129835294,0.7216,0.92779085,0.791676471,0,0.766666667,0.599127756,0.216678604,1
316,105,3,3,3.5,8.73,0,1,0.188623529,0.31428,0.892470588,0.775602941,0,0.433333333,0.468814667,0.20303476,1
311,104,2,2.5,3.5,8.48,0,1,0.224329412,0.20352,0.876457516,0.740676471,0,0.4,0.439069298,0.201486902,1
324,110,3,3.5,4,8.87,1,1,0.154741176,0.5322,0.918869281,0.834985294,0,0.833333333,0.561681612,0.216691421,1
321,111,3,3.5,4,8.83,1,1,0.166344118,0.5298,0.917372549,0.831779412,0,0.833333333,0.563480131,0.215775419,1
320,104,3,3,2.5,8.57,1,1,0.193411765,0.5142,0.888281046,0.724544118,0,0.7,0.539534946,0.202643027,1
316,99,2,2.5,3,9,0,1,0.163529412,0.216,0.884803922,0.732352941,0,0.366666667,0.425077124,0.203589521,1
318,100,2,2.5,3.5,8.54,1,1,0.201258824,0.3416,0.87420915,0.747323529,0,0.733333333,0.496337342,0.205490797,1
335,115,4,4.5,4.5,9.68,1,1,0.046235294,0.7744,0.970542484,0.938323529,0,0.933333333,0.627379956,0.238083996,1
321,114,4,4,5,9.12,0,1,0.138964706,0.43776,0.935372549,0.914029412,0,0.6,0.524348288,0.216582034,1
307,110,4,4,4.5,8.37,0,1,0.244238235,0.40176,0.885535948,0.859985294,0,0.566666667,0.522541272,0.204565868,1
309,99,3,4,4,8.56,0,1,0.222047059,0.30816,0.86327451,0.841205882,0,0.533333333,0.481558222,0.204319995,1
324,100,3,4,5,8.64,1,1,0.176658824,0.5184,0.883424837,0.904235294,0,0.933333333,0.567934466,0.221804191,1
326,102,4,5,5,8.76,1,1,0.160070588,0.7008,0.894941176,0.958705882,0,1,0.624912941,0.229881155,1
331,119,4,5,4.5,9.34,1,1,0.090723529,0.7472,0.966398693,0.951882353,0,0.966666667,0.634636514,0.236229586,1
327,108,5,5,3.5,9.13,1,1,0.121908824,0.913,0.924921569,0.893691176,0,0.9,0.666116732,0.231757087,1
312,104,3,3.5,4,8.09,0,1,0.257623529,0.29124,0.864437908,0.806661765,0,0.5,0.481413325,0.200945735,1
308,103,2,2.5,4,8.36,1,1,0.242682353,0.3344,0.866738562,0.760470588,0,0.766666667,0.507189891,0.205380599,1
324,111,3,2.5,1.5,8.79,1,1,0.162364706,0.5274,0.918980392,0.657985294,0,0.6,0.529637516,0.201495116,1
325,110,2,3,2.5,8.76,1,1,0.162647059,0.3504,0.916183007,0.732970588,0,0.7,0.495765664,0.20820863,1
313,102,3,2.5,2.5,8.68,0,1,0.200929412,0.31248,0.879529412,0.697147059,0,0.333333333,0.453888784,0.197662484,1
312,105,2,2,2.5,8.45,0,1,0.224588235,0.2028,0.879215686,0.665661765,0,0.3,0.425680654,0.198330613,1
314,107,3,3,3.5,8.17,1,1,0.245476471,0.4902,0.877398693,0.760132353,0,0.766666667,0.552297298,0.203299998,1
327,113,4,4.5,5,9.14,0,1,0.120947059,0.43872,0.939143791,0.943941176,0,0.633333333,0.525864854,0.220313118,1
308,108,4,4.5,5,8.34,0,1,0.244494118,0.40032,0.879960784,0.909970588,0,0.633333333,0.530070954,0.208554474,1
306,105,2,2.5,3,8.22,1,1,0.2602,0.3288,0.865666667,0.7055,0,0.7,0.500351111,0.19945323,1
299,96,2,1.5,2,7.86,0,0,0.308782353,0.18864,0.410901961,0.591352941,1,0.233333333,-0.228194719,0.190897882,0
294,95,1,1.5,1.5,7.64,0,0,0.339364706,0.09168,0.403395425,0.557176471,1,0.2,-0.203091486,0.196498799,0
312,99,1,1,1.5,8.01,1,0,0.264964706,0.1602,0.847882353,0.554661765,1,0.5,0.343852157,0.19737917,1
315,100,1,2,2.5,7.95,0,0,0.263455882,0.0954,0.851601307,0.655367647,1,0.3,0.319217996,0.208402075,1
322,110,3,3.5,3,8.96,1,1,0.151435294,0.5376,0.919908497,0.785764706,0,0.766666667,0.553246187,0.21206247,1
329,113,5,5,4.5,9.45,1,1,0.085573529,0.945,0.951437908,0.953161765,0,0.966666667,0.682122658,0.241423915,1
320,101,2,2.5,3,8.62,0,1,0.188705882,0.20688,0.881614379,0.725794118,0,0.366666667,0.427983599,0.2022637,1
308,103,2,3,3.5,8.49,0,1,0.230905882,0.20376,0.871071895,0.763720588,0,0.433333333,0.443961054,0.202233947,1
304,102,2,3,4,8.73,0,1,0.219435294,0.20952,0.436186275,0.791779412,0,0.466666667,-0.331380105,0.182201892,0
311,102,3,4.5,4,8.64,1,1,0.209694118,0.5184,0.876235294,0.869676471,0,0.9,0.569395294,0.216152031,1
317,110,3,4,4.5,9.11,1,1,0.150626471,0.5466,0.920006536,0.885838235,0,0.9,0.574129194,0.222408259,1
312,106,3,4,3.5,8.79,1,1,0.193388235,0.5274,0.893326797,0.824161765,0,0.833333333,0.563030283,0.212519128,1
321,111,3,2.5,3,8.9,1,1,0.159735294,0.534,0.919705882,0.733529412,0,0.7,0.544933333,0.20710104,1
340,112,4,5,4.5,9.66,1,1,0.034,0.7728,0.966444444,0.9665,0,0.966666667,0.627518519,0.241438266,1
331,116,5,4,4,9.26,1,1,0.098511765,0.926,0.955398693,0.874882353,0,0.866666667,0.667300044,0.233376057,1
336,118,5,4.5,4,9.19,1,1,0.091811765,0.919,0.963522876,0.901808824,0,0.9,0.670633943,0.236034876,1
324,114,5,5,4.5,9.08,1,1,0.134729412,0.908,0.936980392,0.940235294,0,0.966666667,0.680474771,0.235592696,1
314,104,4,5,5,9.02,0,1,0.166976471,0.43296,0.897398693,0.956382353,0,0.666666667,0.529133298,0.216728299,1
313,109,3,4,3.5,9,0,1,0.171470588,0.324,0.909640523,0.830147059,0,0.5,0.481108061,0.208501224,1
307,105,2,2.5,3,7.65,0,0,0.30925,0.1836,0.847647059,0.691985294,1,0.366666667,0.362158039,0.198172524,1
300,102,2,1.5,2,7.87,0,0,0.305588235,0.18888,0.419892157,0.592338235,1,0.233333333,-0.229883163,0.190933402,0
302,99,2,1,2,7.97,0,0,0.292076471,0.19128,0.418372549,0.571308824,1,0.2,-0.222165778,0.192219712,0
312,98,1,3.5,3,8.18,1,1,0.249364706,0.1636,0.850771242,0.758911765,0,0.766666667,0.459042527,0.210615969,1
316,101,2,2.5,2,8.32,1,1,0.226729412,0.3328,0.86769281,0.665352941,0,0.633333333,0.484487495,0.196786993,1
317,100,2,3,2.5,8.57,0,1,0.200973529,0.20568,0.874228758,0.722338235,0,0.366666667,0.428689002,0.20103603,1
310,107,3,3.5,3.5,8.67,0,1,0.2095,0.31212,0.890143791,0.794691176,0,0.466666667,0.477378972,0.203232008,1
320,120,3,4,4.5,9.11,0,1,0.142588235,0.32796,0.95072549,0.888044118,0,0.566666667,0.49538319,0.2171886,1
330,114,3,4.5,4.5,9.24,1,1,0.103176471,0.5544,0.948196078,0.923647059,0,0.933333333,0.576764444,0.230275501,1
305,112,3,3,3.5,8.65,0,1,0.224044118,0.3114,0.898464052,0.765514706,0,0.433333333,0.478283355,0.201554295,1
309,106,2,2.5,2.5,8,0,1,0.272941176,0.192,0.864052288,0.677205882,0,0.333333333,0.435241394,0.196321085,1
319,108,2,2.5,3,8.76,0,1,0.178105882,0.21024,0.904745098,0.728558824,0,0.366666667,0.432442301,0.204704103,1
322,105,2,3,3,8.45,1,1,0.199735294,0.338,0.889019608,0.748014706,0,0.733333333,0.498975817,0.20668258,1
323,107,3,3.5,3.5,8.55,1,1,0.18775,0.513,0.898888889,0.80125,0,0.8,0.55467037,0.210700156,1
313,106,2,2.5,2,8.43,0,1,0.223944118,0.20232,0.88230719,0.665897059,0,0.3,0.426224113,0.198660159,1
321,109,3,3.5,3.5,8.8,1,1,0.169176471,0.528,0.910816993,0.806029412,0,0.8,0.55728061,0.212651379,1
323,110,3,4,3.5,9.1,1,1,0.1355,0.546,0.925555556,0.84,0,0.833333333,0.562414815,0.218466342,1
325,112,4,4,4,9,1,1,0.139705882,0.72,0.929738562,0.863970588,0,0.866666667,0.615636166,0.222576732,1
312,108,3,3.5,3,8.53,0,1,0.217247059,0.30708,0.890215686,0.767661765,0,0.433333333,0.473291007,0.201370502,1
308,110,4,3.5,3,8.6,0,1,0.220941176,0.4128,0.894183007,0.766470588,0,0.433333333,0.503430763,0.19985572,1
320,104,3,3,3.5,8.74,1,1,0.177411765,0.5244,0.893947712,0.778794118,0,0.766666667,0.549172723,0.20861216,1
328,108,4,4.5,4,9.18,1,1,0.1144,0.7344,0.927568627,0.895676471,0,0.9,0.617352418,0.227170722,1
311,107,4,4.5,4.5,9,1,1,0.176764706,0.72,0.902124183,0.903676471,0,0.933333333,0.626664488,0.223541942,1
301,100,3,3.5,3,8.04,0,1,0.288223529,0.28944,0.420437908,0.747323529,0,0.433333333,-0.360612932,0.173327999,0
305,105,2,3,4,8.13,0,1,0.270691176,0.19512,0.861686275,0.777514706,0,0.466666667,0.45353383,0.201637621,1
308,104,2,2.5,3,8.07,0,1,0.268952941,0.19368,0.859849673,0.703220588,0,0.366666667,0.438253011,0.197141383,1
298,101,2,1.5,2,7.86,0,0,0.311094118,0.18864,0.417356209,0.590617647,1,0.233333333,-0.230473499,0.190757467,0
300,99,1,1,2.5,8.01,0,0,0.293235294,0.09612,0.418058824,0.595838235,1,0.233333333,-0.201644157,0.196827943,0
324,111,3,2.5,2,8.8,1,1,0.161411765,0.528,0.919313725,0.683235294,0,0.633333333,0.534318954,0.203199371,1
327,113,4,3.5,3,8.69,1,1,0.164226471,0.6952,0.924143791,0.782691176,0,0.766666667,0.599567364,0.213310818,1
317,106,3,4,3.5,8.5,1,1,0.2075,0.51,0.888562092,0.820588235,0,0.833333333,0.56059695,0.211385231,1
323,104,3,4,4,8.44,1,1,0.1982,0.5064,0.886888889,0.8485,0,0.866666667,0.56161037,0.214710756,1
314,107,2,2.5,4,8.27,0,1,0.236241176,0.19848,0.880732026,0.762632353,0,0.433333333,0.446464776,0.202972556,1
305,102,2,2,2.5,8.18,0,1,0.266205882,0.19632,0.855019608,0.653764706,0,0.3,0.427646641,0.194684639,1
315,104,3,3,2.5,8.33,0,1,0.22825,0.29988,0.875379085,0.714867647,0,0.366666667,0.460791834,0.197169875,1
326,116,3,3.5,4,9.14,1,1,0.123635294,0.5484,0.946496732,0.843205882,0,0.833333333,0.565731678,0.220579289,1
324,112,4,4,3.5,8.77,1,1,0.164270588,0.7016,0.921091503,0.832485294,0,0.833333333,0.609788715,0.217588063,1
297,96,2,2.5,1.5,7.89,0,0,0.310785294,0.18936,0.410421569,0.615632353,1,0.266666667,-0.233401752,0.19009877,0
327,113,3,3.5,3,8.66,1,1,0.167111765,0.5196,0.923143791,0.781941176,0,0.766666667,0.553183442,0.211175502,1
311,105,2,3,2,8.12,1,1,0.257258824,0.3248,0.867235294,0.681676471,0,0.666666667,0.494345882,0.197528988,1
308,106,3,3.5,2.5,8.21,1,1,0.256270588,0.4926,0.870071895,0.731720588,0,0.733333333,0.548922309,0.199803554,1
319,108,3,3,3.5,8.54,1,1,0.198747059,0.5124,0.897411765,0.773058824,0,0.766666667,0.552127059,0.207402575,1
312,107,4,4.5,4,8.65,1,1,0.206235294,0.692,0.891437908,0.870661765,0,0.9,0.618899129,0.217839012,1
325,111,4,4,4.5,9.11,1,1,0.129191176,0.7288,0.930627451,0.891720588,0,0.9,0.620302614,0.226042948,1
319,110,3,3,2.5,8.79,0,1,0.175291176,0.31644,0.911300654,0.729308824,0,0.366666667,0.461819861,0.202775846,1
332,118,5,5,5,9.47,1,1,0.075282353,0.947,0.968934641,0.980867647,0,1,0.68946061,0.245358346,1
323,108,5,4,4,8.74,1,1,0.1697,0.874,0.908,0.856,0,0.866666667,0.658266667,0.22375307,1
324,107,5,3.5,4,8.66,1,1,0.174752941,0.866,0.903535948,0.829735294,0,0.833333333,0.651522527,0.220817629,1
312,107,3,3,3,8.46,1,1,0.223670588,0.5076,0.885104575,0.740911765,0,0.733333333,0.548972985,0.202689039,1
326,110,3,3.5,3.5,8.76,1,1,0.160070588,0.5256,0.917163399,0.808705882,0,0.8,0.556118867,0.213689614,1
308,106,3,3,3,8.24,0,0,0.253552941,0.29664,0.871071895,0.732470588,1,0.4,0.389601603,0.195126452,1
305,103,2,2.5,3.5,8.13,0,0,0.270691176,0.19512,0.856130719,0.727514706,1,0.4,0.362719015,0.199540148,1
295,96,2,1.5,2,7.34,0,0,0.363147059,0.17616,0.40027451,0.575411765,1,0.233333333,-0.235254693,0.189978769,0
316,98,1,1.5,2,7.43,0,0,0.309447059,0.08916,0.82969281,0.593102941,1,0.233333333,0.313661534,0.207588985,1
304,97,2,1.5,2,7.64,0,0,0.316894118,0.18336,0.411075163,0.589529412,1,0.233333333,-0.228850161,0.190900224,0
299,94,1,1,1,7.34,0,0,0.354511765,0.08808,0.399457516,0.503352941,0,0.133333333,-0.275481377,0.159955254,0
302,99,1,2,2,7.25,0,0,0.356029412,0.087,0.406372549,0.603308824,1,0.266666667,-0.216105229,0.19506308,0
313,101,3,2.5,3,8.04,0,1,0.259847059,0.28944,0.855418301,0.706147059,0,0.366666667,0.460413194,0.194212208,1
318,107,3,3,3.5,8.27,1,1,0.226511765,0.4962,0.884653595,0.765573529,0,0.766666667,0.551209978,0.204885146,1
325,110,4,3.5,4,8.67,1,1,0.17125,0.6936,0.913183007,0.830720588,0,0.833333333,0.607266449,0.216513717,1
303,100,2,3,3.5,8.06,1,1,0.281711765,0.3224,0.421751634,0.749294118,0,0.766666667,-0.394840436,0.188343299,0
300,102,3,3.5,2.5,8.17,0,1,0.279117647,0.29412,0.424892157,0.724838235,0,0.4,-0.356155007,0.170887848,0
297,98,2,2.5,3,7.67,0,0,0.330002941,0.18408,0.40953268,0.685132353,1,0.366666667,-0.25044142,0.188876974,0
317,106,2,2,3.5,8.12,0,1,0.242929412,0.19488,0.875895425,0.711088235,0,0.366666667,0.436541682,0.199597893,1
327,109,3,3.5,4,8.77,1,1,0.156532353,0.5262,0.915699346,0.834691176,0,0.833333333,0.559690414,0.216402981,1
301,104,2,3.5,3.5,7.89,1,1,0.301502941,0.3156,0.423493464,0.768573529,0,0.8,-0.402978257,0.191579285,0
314,105,2,2.5,2,7.64,0,1,0.294423529,0.18336,0.854176471,0.646882353,0,0.3,0.430939922,0.194188526,1
321,107,2,2,1.5,8.44,0,1,0.203164706,0.20256,0.893261438,0.622029412,0,0.233333333,0.414825325,0.19932229,1
322,110,3,4,5,8.64,1,1,0.181741176,0.5184,0.90924183,0.902764706,0,0.933333333,0.576056645,0.222672325,1
334,116,4,4,3.5,9.54,1,1,0.062835294,0.7632,0.967673203,0.859088235,0,0.833333333,0.613715991,0.229367419,1
338,115,5,4.5,5,9.23,1,1,0.082429412,0.923,0.95848366,0.954279412,0,0.966666667,0.677385839,0.241169243,1
306,103,2,2.5,3,8.36,0,1,0.2476,0.20064,0.864777778,0.709,0,0.366666667,0.436191407,0.198183847,1
313,102,3,3.5,4,8.9,1,1,0.180676471,0.534,0.886862745,0.827647059,0,0.833333333,0.559955556,0.213029865,1
330,114,4,4.5,3,9.17,1,1,0.109970588,0.7336,0.945862745,0.846897059,0,0.833333333,0.611600654,0.22370555,1
320,104,3,3.5,4.5,8.34,1,1,0.215058824,0.5004,0.880614379,0.843794118,0,0.866666667,0.562456383,0.213290206,1
311,98,1,1,2.5,7.46,0,0,0.317629412,0.08952,0.82579085,0.590176471,1,0.233333333,0.314664854,0.20704615,1
298,92,1,2,2,7.88,0,0,0.309341176,0.09456,0.405189542,0.616117647,1,0.266666667,-0.20638027,0.195983654,0
301,98,1,2,3,8.03,1,1,0.289108824,0.1606,0.417493464,0.672073529,0,0.666666667,-0.338353159,0.181473501,0
310,103,2,2.5,2.5,8.24,0,1,0.248705882,0.19776,0.864699346,0.683941176,0,0.333333333,0.431026022,0.197113848,1
324,110,3,3.5,3,9.22,1,1,0.121388235,0.5532,0.930535948,0.793735294,0,0.766666667,0.552865272,0.214971912,1
336,119,4,4.5,4,9.62,1,1,0.049317647,0.7696,0.980633987,0.912558824,0,0.9,0.624885142,0.235802019,1
321,109,3,3,3,8.54,1,1,0.193723529,0.5124,0.902150327,0.749529412,0,0.733333333,0.547502048,0.205726826,1
315,105,2,2,2.5,7.65,0,0,0.29125,0.1836,0.855490196,0.647867647,1,0.3,0.350586797,0.201204875,1
304,101,2,2,2.5,7.66,0,0,0.315105882,0.18384,0.416964052,0.640029412,1,0.3,-0.239445002,0.189718286,0
297,96,2,2.5,2,7.43,0,0,0.350967647,0.17832,0.402754902,0.629132353,1,0.3,-0.242875268,0.188853535,0
290,100,1,1.5,2,7.56,0,0,0.355176471,0.09072,0.407045752,0.577235294,1,0.233333333,-0.212296749,0.195372642,0
303,98,1,2,2.5,7.65,0,0,0.31825,0.0918,0.412140523,0.639044118,1,0.3,-0.214374336,0.195550012,0
311,99,1,2.5,3,8.43,1,1,0.228902941,0.1686,0.860901961,0.714426471,0,0.7,0.448728758,0.206633744,1
322,104,3,3.5,4,8.84,1,1,0.1628,0.5304,0.89924183,0.832764706,0,0.833333333,0.557938998,0.215000219,1
319,105,3,3,3.5,8.67,1,1,0.18655,0.5202,0.893411765,0.776308824,0,0.766666667,0.550147843,0.207956218,1
324,110,4,4.5,4,9.15,1,1,0.128058824,0.732,0.928202614,0.891985294,0,0.9,0.62022854,0.226075678,1
300,100,3,3,3.5,8.26,0,1,0.271176471,0.29736,0.423614379,0.752088235,0,0.433333333,-0.359407285,0.174036168,0
340,113,4,5,5,9.74,1,1,0.026,0.7792,0.971888889,0.9935,0,1,0.63337037,0.24511333,1
335,117,5,5,5,9.82,1,1,0.032441176,0.982,0.980764706,0.991823529,0,1,0.691400784,0.250693746,1
302,101,2,2.5,3.5,7.96,0,0,0.292964706,0.19104,0.42098366,0.721058824,1,0.4,-0.251014937,0.190331131,0
307,105,2,2,3.5,8.1,0,0,0.268617647,0.1944,0.862647059,0.703235294,1,0.366666667,0.359102745,0.200528704,1
296,97,2,1.5,2,7.8,0,0,0.320941176,0.1872,0.409820261,0.587647059,1,0.233333333,-0.230468148,0.19054563,0
320,108,3,3.5,4,8.44,1,1,0.205647059,0.5064,0.895058824,0.821294118,0,0.833333333,0.560931765,0.211902792,1
314,102,2,2,2.5,8.24,0,1,0.239011765,0.19776,0.865843137,0.661882353,0,0.3,0.424314562,0.196686631,1
318,106,3,2,3,8.65,0,1,0.190970588,0.3114,0.894542484,0.700073529,0,0.333333333,0.455182702,0.199539518,1
326,112,4,4,3.5,9.12,1,1,0.125552941,0.7296,0.934718954,0.842705882,0,0.833333333,0.611382309,0.221807899,1
317,104,2,3,3,8.76,0,1,0.183258824,0.21024,0.891673203,0.752088235,0,0.4,0.434879599,0.204653388,1
329,111,4,4.5,4,9.23,1,1,0.106861765,0.7384,0.93854902,0.897661765,0,0.9,0.619495817,0.228370602,1
324,110,3,3.5,3.5,9.04,1,1,0.138541176,0.5424,0.924535948,0.814235294,0,0.8,0.557266057,0.215675522,1
325,107,3,3,3.5,9.11,1,1,0.129191176,0.5466,0.91951634,0.791720588,0,0.766666667,0.550086318,0.213678998,1
330,116,4,5,4.5,9.45,1,1,0.082794118,0.756,0.960751634,0.953897059,0,0.966666667,0.633523965,0.236772554,1
312,103,3,3.5,4,8.78,0,1,0.194305882,0.31608,0.884660131,0.823911765,0,0.5,0.477925211,0.205384461,1
333,117,4,5,4,9.66,1,1,0.053888235,0.7728,0.973470588,0.936352941,0,0.933333333,0.629617255,0.237543345,1
304,100,2,3.5,3,8.22,0,1,0.265035294,0.19728,0.424908497,0.754029412,0,0.433333333,-0.331582031,0.176922978,0
315,105,2,3,3,8.34,0,1,0.227323529,0.20016,0.878490196,0.740117647,0,0.4,0.439469072,0.20164928,1
324,109,3,3.5,3,8.94,1,1,0.148070588,0.5364,0.918424837,0.786735294,0,0.766666667,0.551710937,0.212210859,1
330,116,4,4,3.5,9.23,1,1,0.104147059,0.7384,0.953418301,0.848397059,0,0.833333333,0.613462527,0.224677465,1
311,101,3,2,2.5,7.64,1,1,0.301164706,0.4584,0.840124183,0.644676471,0,0.633333333,0.528824488,0.189314048,1
302,99,3,2.5,3,7.45,0,0,0.338264706,0.2682,0.409705882,0.683308824,1,0.366666667,-0.274976863,0.183644956,0
322,103,4,3,2.5,8.02,1,1,0.240458824,0.6416,0.869130719,0.712264706,0,0.7,0.579965054,0.199884512,1
298,100,3,2.5,4,7.95,1,0,0.303205882,0.477,0.41746732,0.742867647,1,0.766666667,-0.360142266,0.178552729,0
297,101,3,2,4,7.67,1,0,0.330002941,0.4602,0.413699346,0.710132353,1,0.733333333,-0.356517865,0.175500332,0
300,98,1,2,2.5,8.02,0,1,0.292352941,0.09624,0.416836601,0.646088235,0,0.3,-0.29046827,0.169014701,0
301,96,1,3,4,7.56,0,0,0.330717647,0.09072,0.406882353,0.760323529,1,0.466666667,-0.239044549,0.197044979,0
313,94,2,2.5,1.5,8.13,0,0,0.251561765,0.19512,0.838973856,0.633397059,1,0.266666667,0.334846597,0.20270935,1
314,102,4,2.5,2,7.88,1,0,0.272258824,0.6304,0.853843137,0.652882353,1,0.633333333,0.491297778,0.173974908,1
317,101,3,3,2,7.94,1,0,0.259711765,0.4764,0.856006536,0.681588235,1,0.666666667,0.452425272,0.179191419,1
321,110,4,3.5,4,8.35,1,1,0.211661765,0.668,0.898594771,0.819779412,0,0.833333333,0.606450763,0.21245779,1
327,106,4,4,4.5,8.75,1,1,0.158455882,0.7,0.906699346,0.884191176,0,0.9,0.613443355,0.222182357,1
315,104,3,4,2.5,8.1,0,1,0.249558824,0.2916,0.867712418,0.759117647,0,0.433333333,0.471095076,0.198266327,1
316,103,3,3.5,2,7.68,0,0,0.286211765,0.27648,0.851915033,0.699352941,1,0.366666667,0.382510048,0.193773865,1
309,111,2,2.5,4,8.03,0,0,0.270214706,0.19272,0.878941176,0.752955882,0,0.433333333,0.452736706,0.201482078,1
308,102,2,2,3.5,7.98,1,0,0.277105882,0.3192,0.851294118,0.700970588,1,0.7,0.418104314,0.186549366,1
299,100,3,2,3,7.42,0,0,0.347476471,0.26712,0.409124183,0.655352941,1,0.333333333,-0.272087076,0.183531723,0
321,112,3,3,4.5,8.95,1,1,0.155014706,0.537,0.924150327,0.834779412,0,0.833333333,0.564426362,0.216962051,1
322,112,4,3.5,2.5,9.02,1,1,0.145752941,0.7216,0.927464052,0.762264706,0,0.733333333,0.598265708,0.213564441,1
334,119,5,4.5,5,9.54,1,1,0.062835294,0.954,0.976006536,0.959088235,0,0.966666667,0.68548488,0.244605871,1
325,114,5,4,5,9.46,1,1,0.095735294,0.946,0.950627451,0.925470588,0,0.933333333,0.680001046,0.238356058,1
323,111,5,4,5,9.86,1,1,0.0633,0.986,0.953666667,0.934,0,0.933333333,0.683511111,0.242783177,1
312,106,3,3,5,8.57,0,1,0.213576471,0.30852,0.885993464,0.843661765,0,0.533333333,0.485650257,0.206422684,1
310,101,3,3.5,5,8.65,1,1,0.211323529,0.519,0.872810458,0.869191176,0,0.9,0.569037691,0.215869968,1
316,103,2,2,4.5,8.74,0,1,0.187694118,0.20976,0.887248366,0.775852941,0,0.433333333,0.439322231,0.205605401,1
340,115,5,5,4.5,9.06,1,1,0.094,0.906,0.954777778,0.9515,0,0.966666667,0.674727407,0.239499647,1
311,104,3,4,3.5,8.13,1,1,0.256344118,0.4878,0.86479085,0.806926471,0,0.833333333,0.560270109,0.207126021,1
320,112,2,3.5,3.5,8.78,1,1,0.173647059,0.3512,0.917503268,0.804794118,0,0.8,0.513010283,0.215059734,1
324,112,4,4.5,4,9.22,1,1,0.121388235,0.7376,0.936091503,0.893735294,0,0.9,0.622186754,0.227082497,1
316,111,4,4,5,8.54,0,1,0.206282353,0.40992,0.902803922,0.895852941,0,0.6,0.524736575,0.210088,1
306,103,3,3.5,3,8.21,0,1,0.2611,0.29556,0.859777778,0.75525,0,0.433333333,0.472803407,0.196924108,1
309,105,2,2.5,4,7.68,0,0,0.302023529,0.18432,0.850607843,0.744205882,1,0.433333333,0.370723503,0.197832995,1
310,110,1,1.5,4,7.23,1,0,0.340794118,0.1446,0.850477124,0.683691176,1,0.7,0.386927625,0.195994124,1
317,106,1,1.5,3.5,7.65,1,1,0.28675,0.153,0.860228758,0.674338235,0,0.666666667,0.453941394,0.202382119,1
318,110,1,2.5,3.5,8.54,1,1,0.201258824,0.1708,0.901986928,0.747323529,0,0.733333333,0.458198083,0.213429943,1
312,105,2,1.5,3,8.46,0,1,0.223670588,0.20304,0.87954902,0.665911765,0,0.3,0.425608837,0.198392525,1
305,104,2,2.5,1.5,7.79,0,0,0.301191176,0.18696,0.847575163,0.619014706,1,0.266666667,0.3470482,0.201181973,1
332,112,1,1.5,3,8.66,1,1,0.154376471,0.1732,0.925267974,0.685617647,0,0.633333333,0.43960793,0.210535125,1
